category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,3/135,101/9446,0.0297029702970297,2.0783278327832786,1.3118722666112688,0.17534582275475163,0.414541950946528,0.34273482534397354,WNT5B/ADCY7/ADCY3,3
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,4/135,154/9446,0.025974025974025976,1.8174122174122176,1.2314494425902565,0.1783630722860093,0.414541950946528,0.34273482534397354,ADRB1/AKT1/ADCY7/ADCY3,4
Metabolism,Glycan biosynthesis and metabolism,hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,1/135,14/9446,0.07142857142857142,4.997883597883598,1.8024447818576768,0.18263379814937142,0.414541950946528,0.34273482534397354,FUT8,1
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,2/135,55/9446,0.03636363636363636,2.5443771043771046,1.3830837572117964,0.18539836371133708,0.414541950946528,0.34273482534397354,SGPP1/CERS1,2
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,5/135,212/9446,0.02358490566037736,1.6502445842068485,1.1529738067712394,0.18666731663048372,0.414541950946528,0.34273482534397354,PIK3R3/AKT1/ADCY7/ADCY3/PRKD3,5
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,3/135,105/9446,0.02857142857142857,1.9991534391534393,1.2396521933065174,0.18967274927660296,0.414541950946528,0.34273482534397354,ADRB1/ADCY7/ADCY3,3
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,4/135,158/9446,0.02531645569620253,1.7714017815283638,1.1773830511179426,0.1898160946296466,0.414541950946528,0.34273482534397354,CHEK1/DDX11/SMAD3/MAU2,4
Metabolism,Glycan biosynthesis and metabolism,hsa00510,N-Glycan biosynthesis,2/135,56/9446,0.03571428571428571,2.498941798941799,1.354614405553145,0.19057188900912614,0.414541950946528,0.34273482534397354,ALG10B/FUT8,2
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,6/135,271/9446,0.02214022140221402,1.5491594915949158,1.1044595259008494,0.19158484326418262,0.414541950946528,0.34273482534397354,PSMB2/NDUFAB1/UBB/TUBB8B/NDUFS7/COX7A2L,6
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,3/135,106/9446,0.02830188679245283,1.980293501048218,1.2220959926613542,0.1933011857080842,0.414541950946528,0.34273482534397354,PIK3R3/AKT1/SOS1,3
Metabolism,Glycan biosynthesis and metabolism,hsa00604,Glycosphingolipid biosynthesis - ganglio series,1/135,15/9446,0.06666666666666667,4.664691358024691,1.7103061728736217,0.19433274187814942,0.414541950946528,0.34273482534397354,ST8SIA5,1
Metabolism,Metabolism of cofactors and vitamins,hsa00730,Thiamine metabolism,1/135,15/9446,0.06666666666666667,4.664691358024691,1.7103061728736217,0.19433274187814942,0.414541950946528,0.34273482534397354,AK4,1
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,4/135,160/9446,0.025,1.7492592592592593,1.1509261887428996,0.19562993118808633,0.414541950946528,0.34273482534397354,NTNG1/SELL/PVR/NECTIN2,4
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,5/135,216/9446,0.023148148148148147,1.6196844993141288,1.1093443096965259,0.19654660409677063,0.414541950946528,0.34273482534397354,PIK3R3/AKT1/STAT3/CYP2A6/IRF3,5
Organismal Systems,Endocrine system,hsa04922,Glucagon signaling pathway,3/135,107/9446,0.028037383177570093,1.9617860851505713,1.2047304646902586,0.19694713378302478,0.414541950946528,0.34273482534397354,CRTC2/PGAM1/AKT1,3
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,3/135,109/9446,0.027522935779816515,1.9257900101936802,1.1705548313259384,0.2042892506745711,0.4231705906830402,0.3498688085905353,PIK3R3/AKT1/IRF3,3
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,3/135,109/9446,0.027522935779816515,1.9257900101936802,1.1705548313259384,0.2042892506745711,0.4231705906830402,0.3498688085905353,SMAD3/STAT5B/STAT3,3
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,6/135,278/9446,0.02158273381294964,1.5101518784972023,1.0395713159634032,0.20707621879406837,0.4240929282686868,0.3506313784838911,PSMB2/PIK3R3/NDUFAB1/TUBB8B/NDUFS7/COX7A2L,6
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,3/135,110/9446,0.02727272727272727,1.9082828282828284,1.1537367507936966,0.20798427133483488,0.4240929282686868,0.3506313784838911,PIK3R3/AKT1/STAT3,3
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,2/135,60/9446,0.03333333333333333,2.3323456790123456,1.2465852104391344,0.21144476418660674,0.42780684847057643,0.35370197191558045,PIK3R3/AKT1,2
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,3/135,112/9446,0.026785714285714284,1.8742063492063492,1.1206210380989903,0.21541939500791735,0.4324958622851264,0.3575787528471503,IL10RA/AKT1/STAT3,3
Metabolism,Energy metabolism,hsa00910,Nitrogen metabolism,1/135,17/9446,0.058823529411764705,4.115904139433551,1.5482654876181647,0.21723430177301317,0.4328103264332553,0.35783874538744637,GLUD1,1
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,2/135,62/9446,0.03225806451612903,2.2571087216248507,1.1957610055275076,0.22196709825759386,0.4388894897366061,0.36286487354710323,PSEN1/KAT2A,2
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,2/135,63/9446,0.031746031746031744,2.2212815990593766,1.1710755999469886,0.2272446720708723,0.4459463113571253,0.3686993096519891,WNT5B/AXIN2,2
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,5/135,232/9446,0.021551724137931036,1.5079821200510857,0.9432743321010536,0.2377504106170083,0.45979658096475645,0.3801504299164149,PIK3R3/ACTN1/AKT1/MYLK3/SOS1,5
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,2/135,65/9446,0.03076923076923077,2.152934472934473,1.1230689938973255,0.23782581774039127,0.45979658096475645,0.3801504299164149,PIK3R3/AKT1,2
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,3/135,119/9446,0.025210084033613446,1.7639589169000933,1.0098158863389126,0.24185730313499632,0.4631831198871149,0.382950351187169,PIK3R3/PGAM5/AKT1,3
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,2/135,66/9446,0.030303030303030304,2.120314253647587,1.0997149070687484,0.24312677174151243,0.4631831198871149,0.382950351187169,SMAD3/STAT3,2
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,2/135,67/9446,0.029850746268656716,2.088667772249862,1.076773111771648,0.24843295975002833,0.46566984777360454,0.38500632705621674,ALDH9A1/PGAM1,2
Metabolism,Metabolism of cofactors and vitamins,hsa00785,Lipoic acid metabolism,1/135,20/9446,0.05,3.4985185185185186,1.3468013866690982,0.25038049929182427,0.46566984777360454,0.38500632705621674,LIPT1,1
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,3/135,122/9446,0.02459016393442623,1.7205828779599273,0.9645670528341684,0.25335294399943237,0.46566984777360454,0.38500632705621674,PIK3R3/CRTC2/AKT1,3
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,3/135,122/9446,0.02459016393442623,1.7205828779599273,0.9645670528341684,0.25335294399943237,0.46566984777360454,0.38500632705621674,PIK3R3/AKT1/SOS1,3
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,3/135,122/9446,0.02459016393442623,1.7205828779599273,0.9645670528341684,0.25335294399943237,0.46566984777360454,0.38500632705621674,PIK3R3/AKT1/KAT2A,3
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,7/135,362/9446,0.019337016574585635,1.3530182115817473,0.8246744414497511,0.2601808394362934,0.47487551813197604,0.3926173874452716,PIK3R3/PKN2/CRTC2/AKT1/BRCA1/PHLPP1/SOS1,7
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,2/135,70/9446,0.02857142857142857,1.9991534391534393,1.0102808252193127,0.2643708708369963,0.4791722033920558,0.3961697991343877,AKT1/STAT3,2
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,2/135,71/9446,0.028169014084507043,1.970996348461137,0.988850949557686,0.26968610196023723,0.4844521967387138,0.4005351898827842,CYP2E1/CYP2A6,2
Metabolism,Amino acid metabolism,hsa00340,Histidine metabolism,1/135,22/9446,0.045454545454545456,3.1804713804713804,1.232860091777268,0.2717000911612495,0.4844521967387138,0.4005351898827842,ALDH9A1,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,2/135,73/9446,0.0273972602739726,1.9169964485032978,0.9470207116419785,0.2803138496480314,0.4844521967387138,0.4005351898827842,CYP2E1/CYP2A6,2
Human Diseases,Cancer: specific types,hsa05218,Melanoma,2/135,73/9446,0.0273972602739726,1.9169964485032978,0.9470207116419785,0.2803138496480314,0.4844521967387138,0.4005351898827842,PIK3R3/AKT1,2
Metabolism,Amino acid metabolism,hsa00220,Arginine biosynthesis,1/135,23/9446,0.043478260869565216,3.0421900161030595,1.1806880649608393,0.28213308009304405,0.4844521967387138,0.4005351898827842,GLUD1,1
Metabolism,Glycan biosynthesis and metabolism,hsa00515,Mannose type O-glycan biosynthesis,1/135,23/9446,0.043478260869565216,3.0421900161030595,1.1806880649608393,0.28213308009304405,0.4844521967387138,0.4005351898827842,FKRP,1
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,1/135,23/9446,0.043478260869565216,3.0421900161030595,1.1806880649608393,0.28213308009304405,0.4844521967387138,0.4005351898827842,ZMPSTE24,1
Genetic Information Processing,Replication and repair,hsa03430,Mismatch repair,1/135,23/9446,0.043478260869565216,3.0421900161030595,1.1806880649608393,0.28213308009304405,0.4844521967387138,0.4005351898827842,RPA2,1
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,6/135,311/9446,0.01929260450160772,1.3499106823865665,0.7555319280656692,0.2853175347787011,0.48671814756366655,0.4024086317828258,PSMB2/GPX2/NDUFAB1/TUBB8B/NDUFS7/COX7A2L,6
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,2/135,75/9446,0.02666666666666667,1.8658765432098767,0.9064906720270863,0.2909310455709905,0.4930714473638215,0.40766141040364356,PGAM1/IDH2,2
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,3/135,134/9446,0.022388059701492536,1.5665008291873963,0.7952454032875357,0.2999880382838683,0.5019030640518566,0.4149632108515048,MYLK3/ADCY7/ADCY3,3
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,3/135,134/9446,0.022388059701492536,1.5665008291873963,0.7952454032875357,0.2999880382838683,0.5019030640518566,0.4149632108515048,PIK3R3/HCST/SOS1,3
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,6/135,320/9446,0.01875,1.3119444444444444,0.6835679853218567,0.3077716629525773,0.5116458855453674,0.42301837683726684,PIK3R3/HMGA2/STAT3/BRCA1/DNMT3A/SOS1,6
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,3/135,137/9446,0.021897810218978103,1.532197891321979,0.7555298369693575,0.3117452132318716,0.5123193579245141,0.4235751900565654,PIK3R3/CAPN2/AKT1,3
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,2/135,79/9446,0.02531645569620253,1.7714017815283638,0.8290173602558657,0.3121025973563132,0.5123193579245141,0.4235751900565654,CYP2E1/CYP2A6,2
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,3/135,138/9446,0.021739130434782608,1.5210950080515298,0.7425025862555608,0.3156681823287268,0.5142289105843046,0.4251539692267895,PIK3R3/AKT1/SOS1,3
NA,NA,hsa04082,Neuroactive ligand signaling,4/135,199/9446,0.020100502512562814,1.4064396054345805,0.6977371267938519,0.31720633947920707,0.5142289105843046,0.4251539692267895,ADRB1/DRD4/ADCY7/ADCY3,4
Metabolism,Carbohydrate metabolism,hsa00650,Butanoate metabolism,1/135,27/9446,0.037037037037037035,2.5914951989026065,0.9971362811448532,0.3224022065013058,0.5144986187856984,0.4253769584636748,ACSM3,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,2/135,81/9446,0.024691358024691357,1.7276634659350707,0.7919338221158095,0.3226424691172748,0.5144986187856984,0.4253769584636748,CYP2E1/CYP2A6,2
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,2/135,82/9446,0.024390243902439025,1.7065943992773263,0.7737775345117814,0.3278979686866903,0.5144986187856984,0.4253769584636748,PSME2/LGMN,2
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,3/135,142/9446,0.02112676056338028,1.4782472613458528,0.6914034067806575,0.33136827387467804,0.5144986187856984,0.4253769584636748,UBB/BRCA1/UBE2M,3
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,1/135,28/9446,0.03571428571428571,2.498941798941799,0.9564321031600804,0.3321140338845019,0.5144986187856984,0.4253769584636748,B3GNT3,1
Organismal Systems,Excretory system,hsa04966,Collecting duct acid secretion,1/135,28/9446,0.03571428571428571,2.498941798941799,0.9564321031600804,0.3321140338845019,0.5144986187856984,0.4253769584636748,ATP6V1D,1
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,2/135,83/9446,0.024096385542168676,1.6860330209727803,0.7558685170198072,0.33314278381142926,0.5144986187856984,0.4253769584636748,ASXL2/PCGF1,2
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,2/135,83/9446,0.024096385542168676,1.6860330209727803,0.7558685170198072,0.33314278381142926,0.5144986187856984,0.4253769584636748,CAT/IDH2,2
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,4/135,205/9446,0.01951219512195122,1.3652755194218609,0.6366602192108246,0.3367107902400572,0.5169500956038525,0.4274037894688032,PIK3R3/AKT1/STAT3/IRF3,4
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,2/135,86/9446,0.023255813953488372,1.6272179155900086,0.7035572750436248,0.3488055929313272,0.5323874839478152,0.44016710711555607,ADCY7/ADCY3,2
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,1/135,30/9446,0.03333333333333333,2.3323456790123456,0.8800635262726729,0.3511250984367329,0.5328119226278331,0.4405180243545303,CYP2E1,1
Metabolism,Carbohydrate metabolism,hsa00053,Ascorbate and aldarate metabolism,1/135,31/9446,0.03225806451612903,2.2571087216248507,0.8441375630657911,0.36042821140519543,0.5406423171077932,0.44699203471303733,ALDH9A1,1
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,1/135,31/9446,0.03225806451612903,2.2571087216248507,0.8441375630657911,0.36042821140519543,0.5406423171077932,0.44699203471303733,ALDH9A1,1
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,2/135,89/9446,0.02247191011235955,1.5723678734914688,0.6532382998756923,0.36434610560168545,0.5428416519919469,0.44881039991268046,ADCY7/ADCY3,2
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,4/135,214/9446,0.018691588785046728,1.3078573901003807,0.54850207402336,0.3660541408068301,0.5428416519919469,0.44881039991268046,PIK3R3/CHEK1/AKT1/IRF3,4
Organismal Systems,Digestive system,hsa04976,Bile secretion,2/135,90/9446,0.022222222222222223,1.554897119341564,0.6368810405245533,0.3694960084901989,0.544850046417751,0.45047089943794694,ADCY7/ADCY3,2
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,3/135,154/9446,0.01948051948051948,1.3630591630591629,0.5469565960145495,0.37833164521131146,0.5520938618276408,0.4564599381918385,AK4/RDH12/LIPT1,3
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,1/135,33/9446,0.030303030303030304,2.120314253647587,0.7762515924796983,0.3786390853147421,0.5520938618276408,0.4564599381918385,IDH2,1
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,3/135,155/9446,0.01935483870967742,1.3542652329749105,0.5354671768775425,0.38222232677099155,0.5542223738179377,0.4582197484681478,MYLK3/ADCY7/ADCY3,3
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,2/135,93/9446,0.021505376344086023,1.5047391477499006,0.588982917872096,0.3848463803815233,0.5549442280639645,0.4588165628276376,PIK3R3/AKT1,2
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,3/135,157/9446,0.01910828025477707,1.3370134465675865,0.512722381783509,0.38998794538170767,0.5592684271682731,0.4623917224016777,WNT5B/SMAD3/AXIN2,3
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,3/135,159/9446,0.018867924528301886,1.3201956673654787,0.4902820490986463,0.3977304366524054,0.5672548850616274,0.46899476280553987,SFTPD/ATP6V1D/TUBB8B,3
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,1/135,36/9446,0.027777777777777776,1.9436213991769544,0.6830050611278121,0.40499468441193565,0.5714644990934792,0.4724751857800494,B3GNT3,1
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,2/135,97/9446,0.020618556701030927,1.442688048873616,0.5276801858265614,0.4050610434187496,0.5714644990934792,0.4724751857800494,ADCY7/ADCY3,2
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,2/135,98/9446,0.02040816326530612,1.4279667422524565,0.5127827521016601,0.41006620357284884,0.5731656908988728,0.47388169644794903,PIK3R3/INPP4A,2
Metabolism,Amino acid metabolism,hsa00250,"Alanine, aspartate and glutamate metabolism",1/135,37/9446,0.02702702702702703,1.8910910910910912,0.6539144457322945,0.4135308924464084,0.5731656908988728,0.47388169644794903,GLUD1,1
Metabolism,Amino acid metabolism,hsa00350,Tyrosine metabolism,1/135,37/9446,0.02702702702702703,1.8910910910910912,0.6539144457322945,0.4135308924464084,0.5731656908988728,0.47388169644794903,FAH,1
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,2/135,99/9446,0.020202020202020204,1.4135428357650581,0.49804854936672316,0.41505101754745966,0.5731656908988728,0.47388169644794903,PIK3R3/AKT1,2
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,1/135,38/9446,0.02631578947368421,1.8413255360623781,0.6257155051806278,0.4219455305078107,0.5796199129607295,0.4792179155351867,PIK3R3,1
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,5/135,300/9446,0.016666666666666666,1.1661728395061728,0.35218817646621303,0.42839982278407684,0.5854049934379271,0.4840009020156283,PTPRR/AKT1/RASGRF1/SOS1/MAP4K3,5
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,2/135,103/9446,0.019417475728155338,1.358647968356706,0.44067002988177023,0.4347782203127648,0.5865935630165015,0.48498358708764994,PIK3R3/AKT1,2
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,2/135,103/9446,0.019417475728155338,1.358647968356706,0.44067002988177023,0.4347782203127648,0.5865935630165015,0.48498358708764994,PIK3R3/ACTN1,2
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,3/135,169/9446,0.01775147928994083,1.242077580539119,0.3823524225425735,0.436012073659775,0.5865935630165015,0.48498358708764994,PIK3R3/AKT1/UBB,3
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,4/135,238/9446,0.01680672268907563,1.1759726112667288,0.3310705908355382,0.44367218586396306,0.5915254858354096,0.4890612002268965,PIK3R3/AKT1/RASGRF1/SOS1,4
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,2/135,105/9446,0.01904761904761905,1.3327689594356262,0.4128672877093018,0.4445090252650661,0.5915254858354096,0.4890612002268965,PIK3R3/AKT1,2
Metabolism,Amino acid metabolism,hsa00260,"Glycine, serine and threonine metabolism",1/135,41/9446,0.024390243902439025,1.7065943992773263,0.5459494354127501,0.4464770908412862,0.5915254858354096,0.4890612002268965,PGAM1,1
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,2/135,106/9446,0.018867924528301886,1.3201956673654787,0.39917620746894245,0.44933994525654664,0.5916208024776112,0.4891400060815096,ADCY7/ADCY3,2
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,3/135,173/9446,0.017341040462427744,1.213359023763648,0.3410308278395531,0.4510825275595579,0.5916208024776112,0.4891400060815096,PIK3R3/AKT1/IRF3,3
Metabolism,Lipid metabolism,hsa00071,Fatty acid degradation,1/135,43/9446,0.023255813953488372,1.6272179155900086,0.4963513033874498,0.46225448599273833,0.6032421042205235,0.49874826120269133,ALDH9A1,1
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,2/135,110/9446,0.01818181818181818,1.2721885521885523,0.3457446579706495,0.4684261202124069,0.6042535237329466,0.4995844822151807,SMAD3/NOG,2
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,1/135,44/9446,0.022727272727272728,1.5902356902356902,0.47251041287255147,0.4699749629034029,0.6042535237329466,0.4995844822151807,FUT8,1
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,1/135,44/9446,0.022727272727272728,1.5902356902356902,0.47251041287255147,0.4699749629034029,0.6042535237329466,0.4995844822151807,ADCY3,1
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,4/135,252/9446,0.015873015873015872,1.1106407995296883,0.2143547087872631,0.4877257732160285,0.6197960012208955,0.5124346854215913,CAPZA1/USP8/SMAD3/RABEP1,4
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,1/135,47/9446,0.02127659574468085,1.4887312844759653,0.40443426750747297,0.4924823918899912,0.6197960012208955,0.5124346854215913,COLGALT2,1
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,1/135,47/9446,0.02127659574468085,1.4887312844759653,0.40443426750747297,0.4924823918899912,0.6197960012208955,0.5124346854215913,PIK3R3,1
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,4/135,254/9446,0.015748031496062992,1.1018955963837853,0.1982152059543151,0.49391055513311133,0.6197960012208955,0.5124346854215913,ADRB1/MYLK3/ADCY7/ADCY3,4
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,2/135,116/9446,0.017241379310344827,1.2063856960408685,0.2693006918692184,0.4963117404412535,0.6197960012208955,0.5124346854215913,PIK3R3/ACTN1,2
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,2/135,116/9446,0.017241379310344827,1.2063856960408685,0.2693006918692184,0.4963117404412535,0.6197960012208955,0.5124346854215913,ADCY7/ADCY3,2
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",1/135,48/9446,0.020833333333333332,1.457716049382716,0.38279719011293095,0.4997719840907414,0.6211451802270643,0.5135501590907369,ALDH9A1,1
Cellular Processes,Cell motility,hsa04814,Motor proteins,3/135,197/9446,0.015228426395939087,1.0655386350817824,0.11193162733514511,0.5376407960049518,0.6650438282336134,0.5498446654079079,CAPZA1/KIF20B/TUBB8B,3
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,3/135,201/9446,0.014925373134328358,1.044333886124931,0.07649799886179436,0.5513179857338468,0.6787452560213869,0.5611727262931411,PBX1/HMGA2/FUT8,3
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,1/135,58/9446,0.017241379310344827,1.2063856960408685,0.18983520374944426,0.5671873781862926,0.6921000843831563,0.5722142258461265,NT5C3B,1
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,2/135,133/9446,0.015037593984962405,1.0521860206070732,0.07298017534523381,0.5701207591662015,0.6921000843831563,0.5722142258461265,ABCB9/LGMN,2
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,2/135,133/9446,0.015037593984962405,1.0521860206070732,0.07298017534523381,0.5701207591662015,0.6921000843831563,0.5722142258461265,DRD4/AKT1,2
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,2/135,139/9446,0.014388489208633094,1.006767918998135,0.009678931080150532,0.5942557711383646,0.7136901488951537,0.5900644505888547,ADCY7/ADCY3,2
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,1/135,63/9446,0.015873015873015872,1.1106407995296883,0.10609243665640863,0.5974307745850794,0.7136901488951537,0.5900644505888547,CYP2E1,1
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,1/135,63/9446,0.015873015873015872,1.1106407995296883,0.10609243665640863,0.5974307745850794,0.7136901488951537,0.5900644505888547,RPA2,1
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,1/135,64/9446,0.015625,1.0932870370370371,0.0901640215356144,0.6032228288780574,0.7136901488951537,0.5900644505888547,CYP2E1,1
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,1/135,64/9446,0.015625,1.0932870370370371,0.0901640215356144,0.6032228288780574,0.7136901488951537,0.5900644505888547,KAT2A,1
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,2/135,142/9446,0.014084507042253521,0.9854981742305685,-0.020965330179430797,0.6059422460260959,0.7136901488951537,0.5900644505888547,PIK3R3/AKT1,2
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,1/135,65/9446,0.015384615384615385,1.0764672364672365,0.07448643816399182,0.6089321571770834,0.7136901488951537,0.5900644505888547,ALDH9A1,1
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,2/135,143/9446,0.013986013986013986,0.9786065786065785,-0.031038909596935074,0.6097812383280432,0.7136901488951537,0.5900644505888547,PIK3R3/AKT1,2
Organismal Systems,Endocrine system,hsa04924,Renin secretion,1/135,69/9446,0.014492753623188406,1.0140633387010198,0.014117270160702605,0.6309654213480911,0.7351873882671954,0.6078379294001817,ADRB1,1
Human Diseases,Infectious disease: bacterial,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,1/135,71/9446,0.014084507042253521,0.9854981742305685,-0.014768484150480012,0.6415154184752234,0.7441578854312592,0.6152545533914424,ATP6V1D,1
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,1/135,72/9446,0.013888888888888888,0.9718106995884772,-0.02891064450928925,0.6466775964491801,0.7468267817399823,0.6174611423944197,IRF3,1
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,3/135,233/9446,0.012875536480686695,0.9009060562708631,-0.18441414938775968,0.6517407810708788,0.7493583429933893,0.6195541855763049,HSPG2/CAPZA1/SPTBN2,3
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,2/135,157/9446,0.012738853503184714,0.8913422977117245,-0.16530864416175572,0.6605767867548678,0.750943820176701,0.6208650257560949,PBX1/DNMT3A,2
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,1/135,75/9446,0.013333333333333334,0.9329382716049384,-0.07020727344660563,0.6617255483906229,0.750943820176701,0.6208650257560949,CHEK1,1
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,3/135,238/9446,0.012605042016806723,0.8819794584500467,-0.22204097637926426,0.6659151575960931,0.750943820176701,0.6208650257560949,PIK3R3/STAT3/IRF3,3
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,1/135,76/9446,0.013157894736842105,0.9206627680311891,-0.08361491389302601,0.6665987797391733,0.750943820176701,0.6208650257560949,ILK,1
